,Unnamed: 0,underlying_symbol,underlying_price,contract_symbol,expiration,dte,strike,option_type,open_interest,volume,theoretical_price,last_trade_price,tick,bid,bid_size,ask,ask_size,open,high,low,prev_close,change,change_percent,implied_volatility,delta,gamma,theta,vega,rho
85,85,TSLA,402.02,TSLA250131P00282500,2025-01-31,0,282.5,put,221,34,0.0018,0.01,no_change,0.0,0,0.01,12,0.01,0.01,0.01,0.0149999996647239,-0.005,-0.333333,0.0,-0.0002,0.0,-0.0018,0.0,0.0
86,86,TSLA,402.02,TSLA250131C00285000,2025-01-31,0,285.0,call,127,106,119.6344,118.53,down,117.3,135,121.55,72,117.09,134.82,117.09,114.850002288818,3.68,0.0320418,0.0,0.9998,0.0,-0.0018,0.0,0.0
87,87,TSLA,402.02,TSLA250131P00285000,2025-01-31,0,285.0,put,1467,246,0.0018,0.01,no_change,0.0,0,0.01,26,0.01,0.01,0.01,0.0149999996647239,-0.005,-0.333333,0.0,-0.0002,0.0,-0.0018,0.0,0.0
88,88,TSLA,402.02,TSLA250131C00287500,2025-01-31,0,287.5,call,29,0,117.1345,104.25,down,114.75,76,119.15,90,0.0,0.0,0.0,112.299999237061,0.0,0.0,0.0,0.9998,0.0,-0.0019,0.0,0.0
89,89,TSLA,402.02,TSLA250131P00287500,2025-01-31,0,287.5,put,543,39,0.0019,0.01,no_change,0.0,0,0.01,2,0.01,0.01,0.01,0.0149999996647239,-0.005,-0.333333,0.0,-0.0002,0.0,-0.0019,0.0,0.0
90,90,TSLA,402.02,TSLA250131C00290000,2025-01-31,0,290.0,call,280,182,114.6346,114.56,up,112.3,135,116.65,90,112.35,129.45,112.28,109.875,4.685,0.0426394,0.0,0.9998,0.0,-0.002,0.0,0.0
91,91,TSLA,402.02,TSLA250131P00290000,2025-01-31,0,290.0,put,11127,236,0.002,0.01,no_change,0.0,0,0.01,31,0.01,0.01,0.01,0.0149999996647239,-0.005,-0.333333,0.0,-0.0002,0.0,-0.002,0.0,0.0
92,92,TSLA,402.02,TSLA250131C00292500,2025-01-31,0,292.5,call,42,2,112.1346,120.0,up,109.8,93,114.15,90,118.4,120.0,118.4,107.299999237061,12.7,0.11836,0.0,0.9998,0.0,-0.002,0.0,0.0
93,93,TSLA,402.02,TSLA250131P00292500,2025-01-31,0,292.5,put,419,73,0.002,0.01,no_change,0.0,0,0.01,2,0.01,0.01,0.01,0.0149999996647239,-0.005,-0.333333,0.0,-0.0002,0.0,-0.002,0.0,0.0
94,94,TSLA,402.02,TSLA250131C00295000,2025-01-31,0,295.0,call,140,84,109.6347,108.65,up,107.3,135,111.65,90,116.82,124.35,107.48,104.799999237061,3.85,0.0367366,0.0,0.9998,0.0,-0.0021,0.0,0.0
95,95,TSLA,402.02,TSLA250131P00295000,2025-01-31,0,295.0,put,3319,138,0.0021,0.01,no_change,0.0,0,0.01,121,0.01,0.01,0.01,0.0149999996647239,-0.005,-0.333333,0.0,-0.0002,0.0,-0.0021,0.0,0.0
96,96,TSLA,402.02,TSLA250131C00297500,2025-01-31,0,297.5,call,16,0,107.1348,90.05,up,104.75,76,109.1,87,0.0,0.0,0.0,102.325000762939,0.0,0.0,0.0,0.9997,0.0,-0.0022,0.0,0.0
97,97,TSLA,402.02,TSLA250131P00297500,2025-01-31,0,297.5,put,812,18,0.0021,0.01,no_change,0.0,0,0.01,41,0.01,0.01,0.01,0.0149999996647239,-0.005,-0.333333,0.0,-0.0003,0.0,-0.0022,0.0,0.0
98,98,TSLA,402.02,TSLA250131C00300000,2025-01-31,0,300.0,call,528,434,104.6348,103.96,down,102.4,135,106.4,54,103.5,120.0,103.11,99.9000015258789,4.06,0.0406406,0.0,0.9997,0.0,-0.0022,0.0,0.0
99,99,TSLA,402.02,TSLA250131P00300000,2025-01-31,0,300.0,put,14336,377,0.0022,0.01,no_change,0.0,0,0.01,132,0.01,0.02,0.01,0.0149999996647239,-0.005,-0.333333,0.0,-0.0003,0.0,-0.0022,0.0,0.0
100,100,TSLA,402.02,TSLA250131C00302500,2025-01-31,0,302.5,call,29,15,102.1349,102.05,down,99.9,95,103.9,54,108.5,108.5,102.05,97.2000007629394,4.85,0.0498971,0.0,0.9997,0.0,-0.0023,0.0,0.0
101,101,TSLA,402.02,TSLA250131P00302500,2025-01-31,0,302.5,put,732,32,0.0023,0.01,no_change,0.0,0,0.01,120,0.01,0.02,0.01,0.0149999996647239,-0.005,-0.333333,0.0,-0.0003,0.0,-0.0023,0.0,0.0
102,102,TSLA,402.02,TSLA250131C00305000,2025-01-31,0,305.0,call,175,43,99.635,99.43,up,97.9,114,101.65,89,102.97,112.0,97.35,94.9500007629394,4.48,0.0471827,0.0,0.9997,0.0,-0.0024,0.0,0.0
103,103,TSLA,402.02,TSLA250131P00305000,2025-01-31,0,305.0,put,14781,143,0.0024,0.01,no_change,0.0,0,0.01,120,0.01,0.01,0.01,0.0149999996647239,-0.005,-0.333333,0.0,-0.0003,0.0,-0.0024,0.0,0.0
104,104,TSLA,402.02,TSLA250131C00307500,2025-01-31,0,307.5,call,19,14,97.135,95.55,down,94.85,89,99.1,82,107.2,111.0,95.55,92.3250007629394,3.225,0.0349309,0.0,0.9997,0.0,-0.0024,0.0,0.0
105,105,TSLA,402.02,TSLA250131P00307500,2025-01-31,0,307.5,put,721,441,0.0024,0.01,no_change,0.0,0,0.01,121,0.01,0.01,0.01,0.0199999995529652,-0.01,-0.5,0.0,-0.0003,0.0,-0.0024,0.0,0.0
106,106,TSLA,402.02,TSLA250131C00310000,2025-01-31,0,310.0,call,183,94,94.6351,93.99,up,93.65,1,96.6,67,100.2,108.95,92.36,89.8500022888184,4.14,0.0460768,0.0,0.9997,0.0,-0.0025,0.0,0.0
107,107,TSLA,402.02,TSLA250131P00310000,2025-01-31,0,310.0,put,5135,945,0.0025,0.01,no_change,0.0,0,0.01,129,0.01,0.04,0.01,0.0149999996647239,-0.005,-0.333333,0.0,-0.0003,0.0,-0.0025,0.0,0.0
108,108,TSLA,402.02,TSLA250131C00312500,2025-01-31,0,312.5,call,16,0,92.1352,86.5,up,89.9,87,93.8,59,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.9996,0.0,-0.0026,0.0,0.0
109,109,TSLA,402.02,TSLA250131P00312500,2025-01-31,0,312.5,put,2042,1331,0.0026,0.01,no_change,0.0,0,0.01,120,0.02,0.02,0.01,0.0199999995529652,-0.01,-0.5,0.0,-0.0004,0.0,-0.0026,0.0,0.0
110,110,TSLA,402.02,TSLA250131C00315000,2025-01-31,0,315.0,call,65,39,89.6352,89.53,down,87.35,135,91.35,61,97.85,101.91,89.53,84.7999992370606,4.73,0.0557782999999999,0.0,0.9996,0.0,-0.0026,0.0,0.0
111,111,TSLA,402.02,TSLA250131P00315000,2025-01-31,0,315.0,put,3154,665,0.0026,0.01,no_change,0.0,0,0.01,120,0.01,0.02,0.01,0.0149999996647239,-0.005,-0.333333,0.0,-0.0004,0.0,-0.0026,0.0,0.0
